"","V1","V1","genotype","Vcmax","c2n_leaf","cuticular_cond","SLA","quantum_efficiency","leaf_respiration_rate_m2","stomatal_slope.BB","growth_respiration_coefficient","Jmax","chi_leaf","extinction_coefficient_diffuse"
"141","141","141",10055,30.8490051525836,20.6632067436343,2959.96611239564,14.9672186441455,0.0640335541248891,2.49771220472792,2.96752565032581,0.392072122482945,59.0405852170186,1.94225281628509,0.107359419389524
"142","142","142",10056,29.2770188927727,32.8801266460516,4700.50695351397,15.1538132634282,0.0652830084709524,2.8049363234972,2.97880647928414,0.399171460121212,67.941848889786,2.08233685217818,0.111805002107815
"143","143","143",10057,33.6566089854638,55.8374748912261,7508.01179702329,15.3116610990543,0.0556066018880562,1.48083983593055,2.99082107404484,0.405891703256013,76.2371855711671,2.31558269963832,0.117033322646725
"144","144","144",10058,25.187556101418,12.2060258146079,15812.0803018296,15.4836754875939,0.0580986532974075,1.64622326454076,3.00170965198736,0.412780498487365,84.3810688979097,2.67998647036337,0.12274786468214
"145","145","145",10059,29.8540720092112,25.8650293599734,1850.66320237796,15.7599692241671,0.0591459617470405,1.75083562719549,3.01274117678874,0.419818037227005,92.0669772131186,0.407360839024274,0.128957374495739
"146","146","146",10060,28.2546844113525,39.912224949889,3238.47823083226,17.5155726494965,0.0599621318988674,1.8398356751444,3.02383458273046,0.427038581761383,99.8527775577732,0.571682813434216,0.13539259460818
"147","147","147",10061,31.5585616151515,17.7956401186492,5116.64197177566,11.4660343837045,0.0606412944121539,1.90985420632344,3.0365663647684,0.435102352392928,107.242764786902,0.645463143986994,0.143604590629587
"148","148","148",10062,27.1939424776256,29.9411150130681,8342.72518292083,14.6707371816631,0.0612702359678753,1.97867780062723,3.04938041077235,0.443932773647188,115.194602512647,0.705219483032263,0.152661148532251
"149","149","149",10063,30.6345391875586,47.5765176236155,22224.613778559,15.0026836141921,0.0618964665097295,2.04761338316887,3.06490586902498,0.455428814843248,122.925539013929,0.759602345936846,0.163515281647146
"150","150","150",10064,29.0766858387703,21.9959388068539,527.16703780132,15.1818178897665,0.0625480719428317,2.11370778572272,3.08424529594999,0.471260865090272,131.089317955407,0.806890222074383,0.174927632176482
"151","151","151",10065,33.0177880923839,34.3702283651774,2144.51180681288,15.3374137354526,0.0632697572531197,2.18292905695864,3.11232338784015,0.495222485961418,139.184966647674,0.850531829484901,0.188125016112676
"152","152","152",10066,26.4848119597297,62.8441367244862,3634.91400152694,15.5154515040498,0.0641330632517862,2.26939448520093,3.16170809559774,0.301290467926014,147.896463374674,0.893850827019712,0.206776794979608
"153","153","153",10067,30.2393356955069,14.4612242366826,5690.88418905066,15.8381128503268,0.0654427090135968,2.36977974244647,2.84280037534504,0.327207072268919,156.635309429916,0.93578557920592,0.236423705150356
"154","154","154",10068,28.6711843137544,27.1825107239918,9828.65684007296,12.9691569658893,0.0560417016294475,2.51019697046101,2.89325739824699,0.341914352019717,166.044974160657,0.975743895024679,0.288297649615288
"155","155","155",10069,32.1807677054256,42.0501177139699,1021.12713841647,14.742844691234,0.0582103012529571,2.86710493101146,2.92149583677846,0.353266013636969,176.353375671475,1.01939026132822,0.0244906170569316
"156","156","156",10070,27.7913433847415,19.2455366589186,2415.90869052826,15.0350668982361,0.0592217259465647,1.49961486071647,2.94113003382447,0.362709354155501,187.691398512691,1.06120557343203,0.0373629098170758
"157","157","157",10071,31.0819940728693,31.4142030704077,3984.61020866554,15.2023310964635,0.0600275093890809,1.65670528642091,2.95585622934614,0.370511467091076,201.557114080928,1.10312216709625,0.0443663818792872
"158","158","158",10072,29.4883154751075,51.2637450501959,6250.31289563302,15.3607815074939,0.0606904766315541,1.75925920445742,2.9681874605117,0.378290577384268,218.189633864384,1.14793691001497,0.049682388076701
"159","159","159",10073,34.6482400018165,23.3486468223289,11360.0175035913,15.5475373991366,0.0613247099177709,1.84557852423502,2.97956085654365,0.385851394981069,239.611588444996,1.1903010725968,0.054521852049727
"160","160","160",10074,24.5660315250573,36.0652265656806,1347.70367065535,15.9208217358913,0.0619583686120564,1.91572159870749,2.99153483153151,0.392419673996116,277.115804435336,1.23607855925321,0.0588107211637894
"161","161","161",10075,29.766915978824,82.0624694452473,2721.34290988006,13.6660956235869,0.0626195692185466,1.98489896793051,3.00222485651255,0.399526456587257,17.5858973178715,1.28141446042499,0.0627641749813398
"162","162","162",10076,28.134217575085,6.22283082464415,4373.81920972349,14.8053987758075,0.0633425485872464,2.05302865933666,3.01340693839665,0.406243261535238,36.0810642292344,1.3327440835803,0.0666284665018329
"163","163","163",10077,31.4295134294864,23.875044365829,6927.4237296942,15.0626023524236,0.0642281105859775,2.11933691416915,3.02473869446117,0.413097454153636,48.9640330583364,1.38412538810453,0.0701629376870633
"164","164","164",10078,27.0457697540588,36.7995392076159,13367.4864794649,15.2272139439495,0.0656006293426914,2.1892061949172,3.03717185741561,0.420285009942419,59.3640237217772,1.43293414682429,0.0741072460657092
"165","165","165",10079,30.5411179023502,15.2469530917701,1641.02362793224,15.3841741464222,0.0563941014175438,2.27471785896823,3.05031999308897,0.427418658246466,68.2922532327706,1.4927966600492,0.0778582457195278
"166","166","166",10080,28.9737901553618,27.8033498482715,3014.22981605853,15.5843880050837,0.0583142686115147,2.37805508302386,3.06568508184773,0.435451803161661,76.5427796273816,1.55438746572629,0.0814757814631967
"167","167","167",10081,32.7821981088399,43.0358310690968,4781.33167527957,16.0268271357544,0.0592919906087857,2.52451446886432,3.0859263913807,0.444504724829353,84.7943839790146,1.6304703830755,0.085491610040165
"168","168","168",10082,26.2672325939044,19.8993824993625,7661.86614550591,14.0481502857394,0.0600922970983537,2.97457286098017,3.11432013732198,0.456073508109324,92.5588809618232,1.72163750849677,0.089638681262883
"169","169","169",10083,30.1386765773347,32.0653646343611,16607.4130477522,14.8519468075704,0.0607640943835838,0.762354590061846,3.16816544077694,0.472096473969199,100.286593410708,1.82358909214096,0.0941529844083508
"170","170","170",10084,28.5709879524775,52.9128994518462,1897.73376388105,15.0886808512874,0.0613900200983547,1.51546224247323,2.8479806183052,0.496975374738002,107.644495532659,1.94668957539151,0.0985145958429613
"171","171","171",10085,32.0023467383194,10.828047351322,3301.88996368598,15.2491987820521,0.0620026992734234,1.66623366822463,2.89555099094652,0.302795227015659,115.418332189194,2.08818804006384,0.102647426873258
"172","172","172",10086,27.6434795644008,25.215837731018,5198.24686821237,15.4080848565097,0.0626886883566022,1.76697290556474,2.92299332917799,0.328020117793903,123.22018565424,2.3246123583033,0.107479826520162
"173","173","173",10087,30.9706057162797,38.6953464882841,8542.68545852348,15.62674897922,0.0634106445661826,1.85175782596465,2.94212212015793,0.342494509325282,131.316811638186,2.70154572856968,0.111896536235131
"174","174","174",10088,29.3887017739976,16.9290692432627,24114.3943369195,16.1866700425273,0.0643418585098794,1.92157395168196,2.95671146369592,0.353705042772979,139.616245469736,0.422887288798624,0.117256592534718
"175","175","175",10089,34.0796163348299,29.1673366684811,674.41279447363,14.2839726320839,0.0658004560131681,1.99103394454698,2.96879089203419,0.36310605529886,148.233129625488,0.575014145551541,0.122893769996337
"176","176","176",10090,25.6589362366454,45.8316207097881,2195.61105580085,14.8983340713097,0.0567435298243881,2.05863192311773,2.9801280843468,0.371150861748044,157.020674019118,0.647341347735264,0.12920214618983
"177","177","177",10091,29.9498506315352,21.2405029053601,3695.35970794698,15.1117332239241,0.0584091594849946,2.12580784371571,2.99217587879209,0.378603150653517,166.343476067758,0.707906252199029,0.135580229535931
"178","178","178",10092,28.3719602427701,33.567164029285,5778.72847128459,15.2707721950955,0.0593927361963724,2.19454731213165,3.00282430216701,0.386234438308585,176.88425489125,0.762021394678617,0.143791131191939
"179","179","179",10093,31.7067586950542,58.6796607734474,10080.2630713594,15.4318474124702,0.0601612980993626,2.2824209484108,3.0140099761594,0.392764917921692,188.423890327135,0.80853793747222,0.153041338826559
"180","180","180",10094,27.3674926474469,13.3481679031098,1106.54037939404,15.666647838197,0.0608153998584557,2.38852298668379,3.02530318745902,0.399892150266589,202.45980521621,0.851800811194805,0.163856363365551
"181","181","181",10095,30.738767585879,26.4462059683392,2476.11083154185,16.4082089624146,0.061444439128265,2.54546593317618,3.03782086485138,0.406679207010905,218.989917374938,0.895768543579282,0.175277896140917
"182","182","182",10096,29.1779159193941,40.7317905907252,4052.94749045678,14.4500998443774,0.0620578588065442,1.07743683761087,3.05131017951027,0.413591677992704,240.912584889928,0.937538028011882,0.1888048498182
"183","183","183",10097,33.3242376840835,18.4831254067121,6367.41459291399,14.9353689964135,0.062747358668036,1.53347439142412,3.06698984470328,0.420571134674364,279.072432856145,0.977734815844588,0.207655256928708
"184","184","184",10098,26.7130877264323,30.5490794638503,11769.3367023808,15.134992138577,0.063489853499563,1.67437123535247,3.08719738957625,0.427679952401493,18.7878236949737,1.02086683192952,0.237574417081372
"185","185","185",10099,30.3430005179212,48.9688084415587,1403.62027518914,15.2920870381727,0.0644420311295222,1.7736114541209,3.11678782000891,0.435874481122591,36.7058548489251,1.06303689802397,0.290718537947806
"186","186","186",10100,28.7657354425739,22.5895122052162,2779.93315519163,15.4582092642627,0.0660322665881689,1.85733358842361,3.17613902697902,0.445040730603099,49.2731772935341,1.10455698020116,0.0255494876089898
"187","187","187",10101,32.3506305270891,35.085116637134,4453.77687143154,15.7134005352541,0.0569426572438073,1.92709666868598,2.8523208330445,0.456795044495525,59.9377342694272,1.1495711843101,0.0376732607507743
"188","188","188",10102,27.9116953643192,67.973870668926,7068.83142774566,16.7606993282586,0.0585008534309656,1.99554617327252,2.8973992187462,0.473286177152703,68.6888247795113,1.19186740223522,0.0445437501667988
"189","189","189",10103,31.1862377335088,8.28705841479666,13879.6531759302,14.5733524969692,0.0594700815779732,2.06326861550013,2.92454686569714,0.499893579017228,76.8829074434785,1.23744725077617,0.0498884709036533
"190","190","190",10104,29.5858489501671,24.3321003155812,1692.9967302497,14.9713975817076,0.0602208702429544,2.13093495031032,2.94324329587163,0.304722636331077,85.2449750878142,1.28283491422831,0.0546345251129434
"191","191","191",10105,35.5298557987217,37.4238101230542,3062.83327580726,15.156574575441,0.0608739402886979,2.20151900626308,2.95755910266319,0.329174864385752,92.8705694975667,1.33430292341332,0.058931019146587
"192","192","192",10106,24.0028252176289,15.8467602597882,4863.18290669519,15.3147700568467,0.0614984096735629,2.28898117441145,2.96944451726266,0.343193720903167,100.529945857207,1.38664108766161,0.0628706144910166
"193","193","193",10107,29.7228538872012,28.2835133236596,7791.31636664419,15.4869045345496,0.0621161880972536,2.39566056549616,2.98079255853349,0.354262470988857,108.011257834543,1.43492757767393,0.0667066887485228
"194","194","194",10108,28.0747263635882,43.9534085825076,17675.000859272,15.7681424915863,0.0628078757038422,2.56201013317227,2.99270749017836,0.363503064480321,115.791824681563,1.49474447099409,0.0702412798211731
"195","195","195",10109,31.367045962814,20.4009752093699,1952.35013992079,17.7341307423783,0.0635494899330778,1.17669966816052,3.00350761902581,0.371564620564954,123.624047898698,1.55645704383685,0.0741909342564602
"196","196","196",10110,26.9682300759083,32.5989235637504,3360.54329338374,11.7897411419961,0.06455091501764,1.54830184084227,3.01476576273515,0.379037444651431,131.690967051992,1.63401299777469,0.0780137657790835
"197","197","197",10111,30.4970908978193,54.5466570077,5294.24784123926,14.6785133518423,0.066245904423524,1.68325466213503,3.02608307147605,0.3865791716156,140.042747362808,1.72544753562659,0.0816314204162725
"198","198","198",10112,28.9254861642131,11.635557547339,8750.64168666262,15.0065255786587,0.0571642034232409,1.78040760470859,3.03847257234747,0.393094273039533,148.519301763577,1.82694700673393,0.0856167748792566
"199","199","199",10113,32.6717029209843,25.5785475795974,27369.2179498828,15.1845077041283,0.0586118833907813,1.86308983672906,3.05210586442653,0.40030524508504,157.523912409529,1.95015928217444,0.0897900276305526
"200","200","200",10114,26.1418022391305,39.3958484121969,773.252547041373,15.3408716389973,0.0595456175364157,1.93304934452884,3.06790058608064,0.407071128771015,166.802368748983,2.09292564093228,0.0942499434258678
"201","201","201",10115,30.0969293583078,17.4496263004263,2254.95479262581,15.5202920917639,0.0602845649670474,2.00105944346797,3.08849514299701,0.413891943919856,177.265526541779,2.33323227347111,0.0986043993685788
"202","202","202",10116,28.5286172186945,29.6024823372782,3772.39695714665,15.8470852252795,0.060938862963974,2.06914076776993,3.11860427271934,0.420955388688684,188.972060282949,2.72638157614492,0.102741236496069
"203","203","203",10117,31.9244964672055,46.853938029683,5893.0422228844,13.0896098867233,0.061553365882679,2.13662127531092,3.18275775270214,0.428028578784733,203.258555276645,0.432742498828496,0.107660128508579
"204","204","204",10118,27.5784416270324,21.7045109640598,10372.18180856,14.7549053503235,0.0621709134130082,2.2079253194265,2.85670661223131,0.43619960500563,219.683331764139,0.577480417319674,0.112088016519182
"205","205","205",10119,30.9006757010118,34.0520581418535,1177.31854018022,15.039331410765,0.0628740412648797,2.29619878651671,2.89928414451438,0.445553905895335,241.997352276358,0.651025519115579,0.117458291654828
"206","206","206",10120,29.3268945786974,60.8091646699089,2543.12595817721,15.2053447555074,0.0636259667435636,2.40591942769671,2.92600715434121,0.457719562207416,282.353593643863,0.709920268153903,0.123094257103667
"207","207","207",10121,33.8571239899396,14.1124765139589,4140.53155123374,15.3642320152477,0.064660201856393,2.57992869162541,2.9440699253615,0.474310700801017,19.8208788556712,0.764036731934556,0.129406514487823
"208","208","208",10122,25.470949741306,26.9017974093917,6488.96575302611,15.55386851416,0.0665322502799323,1.25873052827529,2.95836037871556,0.501864140488157,37.3056534576494,0.809529367776764,0.135834876582556
"209","209","209",10123,29.9037606625531,41.5449184714218,12172.3763356962,15.9342246927109,0.0573467276851494,1.56209739814401,2.97021399389328,0.307188930627184,49.6909712095524,0.853803414711317,0.144071925228618
"210","210","210",10124,28.3155950541521,18.9493544748755,1474.96264836676,13.7244510175287,0.0587054807481134,1.69239919214952,2.98143909338646,0.330038368321301,60.353926904145,0.897314352407171,0.153398418293204
"211","211","211",10125,31.624438762356,31.0856223554194,2851.27319237359,14.8129243997945,0.0596252553067085,1.78704238365119,2.99334347660243,0.343916262089516,69.0169891887157,0.93892319519223,0.16412347755806
"212","212","212",10126,27.2726152733632,50.2019364950608,4531.09968675733,15.0674193324173,0.0603513273648939,1.87039676876267,3.0042292946065,0.354899519036594,77.2079961239139,0.979650453551021,0.175728640400014
"213","213","213",10127,30.6848135480105,23.03435105812,7196.97128686709,15.2306863077651,0.0609959548853218,1.93830527418811,3.01546355687496,0.363996952252112,85.5133632326975,1.0219828284453,0.189436774898815
"214","214","214",10128,29.1214385904035,35.7097224993676,14455.9625910223,15.386514487393,0.0616084074839877,2.00503196198431,3.02671360939627,0.371901578447586,93.1862663365602,1.06418178743028,0.208231889004828
"215","215","215",10129,33.178552019061,74.4738344460009,1749.36787995338,15.5910157388948,0.0622308829171576,2.07424656979073,3.03910818275793,0.379399862643067,100.863364242439,1.10736495956732,0.238998133029455
"216","216","216",10130,26.609442505499,9.57986416262434,3125.04348777659,16.0439603026777,0.0629431286620094,2.14187265575195,3.05292458603183,0.386991621154757,108.364009897389,1.15121601279782,0.292495952220386
"217","217","217",10131,30.2916457901566,24.7378505108434,4946.38619716139,14.0859379765958,0.0637166170091154,2.21402376549652,3.06928155923042,0.393486411691329,116.229038056047,1.19358550959041,0.0263863008219955
"218","218","218",10132,28.7134671924478,37.9651677624463,7978.65700909958,14.8604310707412,0.0647630131396691,2.30263659115501,3.08994011397132,0.400632777202457,123.93945967932,1.23908351909858,0.0379026832642291
"219","219","219",10133,32.2699813591269,16.3794050122395,18763.3016253411,15.0920536717968,0.0669154834078575,2.41693705726639,3.12073088992716,0.407447849013812,132.105530352774,1.28473837570123,0.0448257890040384
"220","220","220",10134,27.8589580409167,28.702952910218,2002.06738928807,15.2523272325861,0.0575076146950908,2.59870375502758,3.19128679973938,0.41435298677641,140.387161674631,1.33593725669844,0.0499885038035674
"221","221","221",10135,31.1376043065471,44.853005767787,3435.73649752395,15.4115227170137,0.0588033041740389,1.30768799850671,2.86020420474894,0.421328533665744,148.861045810286,1.38865210081585,0.0547555614413365
"222","222","222",10136,29.5342448060925,20.8351118186888,5393.35034934758,15.6319267392217,0.0596951320498528,1.57361628513767,2.90121670334172,0.428359119026384,157.870028730261,1.43678275059857,0.0590765083626836
"223","223","223",10137,35.0115954996388,33.0479713066752,8987.92954568802,16.2180853115191,0.0604212124487513,1.69935265142284,2.92749925522634,0.436657100986985,167.250734394293,1.49710019377713,0.0629519432155653
"224","224","224",10138,24.8597064835986,56.4694256156859,32838.7842825548,14.3189406202452,0.0610514385010348,1.79397762405232,2.94487751248078,0.446110097117268,177.584600778237,1.55981826726069,0.0668343635527807
"225","225","225",10139,29.8115604836142,12.5258650395816,847.655217960253,14.9047790701253,0.061659808575618,1.87551945717397,2.95900719689413,0.458329771679019,189.501841242404,1.63698368631906,0.0704198406444
"226","226","226",10140,28.1906199613596,26.0028193242839,2311.29474089915,15.1152312801931,0.0622954975803742,1.94407474648504,2.97081915242621,0.475266254960996,203.851918844675,1.72953263861913,0.07433671059743
"227","227","227",10141,31.4944077691744,40.1145208152983,3845.05191817484,15.2735462024758,0.0630146889097616,2.01073222665444,2.98203206420988,0.504475948810454,220.504016932107,1.8307983933562,0.0780955763937608
"228","228","228",10142,27.1261047852515,17.9692284395071,6003.95462116665,15.4349827275524,0.0637988592406361,2.07833284338777,2.99402956285839,0.308781123380364,243.621169251775,1.95308923145369,0.0817795219242052
"229","229","229",10143,30.5859514977979,30.0658074875177,10660.9849597695,15.6719274208033,0.0648813994435077,2.14669272757813,3.00489900633887,0.33074800198062,285.572442313755,2.10109533493302,0.0857585254534978
"230","230","230",10144,29.0289987240137,47.9138132524334,1231.07678009639,16.443954803771,0.0674096653817858,2.22036420430091,3.01621180532181,0.344462879294496,20.79413258778,2.34348008734973,0.0899072066786046
"231","231","231",10145,32.8831899691967,22.1311586710356,2595.22230720369,14.4714275575838,0.0576744152239725,2.31080724323048,3.02758970224277,0.355458525361,37.8864603371206,2.7464469167926,0.0943599281376102
"232","232","232",10146,26.3657459979794,34.5552557552961,4224.23585068745,14.9407141416783,0.0588980646617601,2.42830895416187,3.04018848695223,0.364247618275075,50.2193388676218,0.443509304174722,0.0987371443759694
"233","233","233",10147,30.1870104833782,63.8968066195997,6628.47003877217,15.1379648712298,0.0597755291878592,2.62036800290918,3.05387775027302,0.372327069397186,60.8677255293562,0.579797439179243,0.102912971287365
"234","234","234",10148,28.6219938123546,14.6982159897497,12525.5532940828,15.2954467045317,0.0604884740480332,1.34433992369256,3.07030387600041,0.379822782784756,69.2923774418074,0.653000205303973,0.107786598598021
"235","235","235",10149,32.0964335030775,27.3231219283952,1533.24000549382,15.4628412843635,0.0611095576044115,1.58373583176192,3.09112823237912,0.387296308962979,77.5260842211459,0.711663512068849,0.112298192916145
"236","236","236",10150,27.7248296899084,42.2385044786003,2903.85766431018,15.7219685880609,0.0617240791228544,1.70611295814389,3.12295232086518,0.393899382971653,85.9105392054654,0.765093073421596,0.117561778728938
"237","237","237",10151,31.0245530012129,19.4231299989373,4609.76419562113,16.8342343570311,0.0623482627412787,1.80181082408195,3.20076083545421,0.400864792951153,93.4615654730336,0.811086169073126,0.123252708947414
"238","238","238",10152,29.4376878257512,31.6001531702443,7349.67597304675,14.5900838336106,0.0630870910024684,1.880631537134,2.86465122581065,0.407731876615167,101.194049748653,0.855498256990865,0.129582948378692
"239","239","239",10153,34.3376810347887,51.740254781274,15078.9541582492,14.9759109097268,0.063875284988625,1.94967421973359,2.90296808858028,0.414737772437365,108.858819651328,0.898181070515834,0.136099702810898
"240","240","240",10154,25.8481301259447,23.4781546404013,1805.9163328949,15.1596600485315,0.0649863267252285,2.01615879801774,2.92836210743724,0.421796704485114,116.590033986474,0.940319084508374,0.144314615818539
"241","241","241",10155,29.9959258239383,36.2447667113933,3180.02487737122,15.3184721890871,0.0682132907032554,2.08340940536578,2.94578150872219,0.42881813220967,124.253834038158,0.980983670469494,0.153528090340897
"242","242","242",10156,28.424978265502,88.5915712865096,5041.98900485791,15.4904358975405,0.0530824821750955,2.15134444116998,2.9599664485927,0.437098000121183,132.397958112971,1.02308275874851,0.164370696938533
"243","243","243",10157,31.7804779310436,3.75700147989316,8181.8027969375,15.7785873017312,0.0578366042368108,2.22851057953555,2.97156825367074,0.446752641213368,140.800113024776,1.06536560667154,0.176356876160743
"244","244","244",10158,27.442766965508,23.6391611516483,20335.7896226724,17.9672834556926,0.0589894537629675,2.31869942620028,2.98275409627257,0.459085907809028,149.299913775739,1.10871217161829,0.189971229279042
"245","245","245",10159,30.7889631417735,36.4893807974689,2044.95889708858,12.0557222629593,0.0598436363257147,2.43851604012519,2.9946748619311,0.475949516994977,158.242792393971,1.15253935077025,0.208900140993523
"246","246","246",10160,29.2347659264714,14.9268921998891,3504.6356577046,14.6892622086259,0.0605444912857428,2.6411582285122,3.00565033527017,0.507422890749024,167.637850937299,1.19542301559602,0.240416949028946
"247","247","247",10161,33.4611967122103,27.5442590337165,5478.83600536189,15.0122912314065,0.0611781347551042,1.37941562818982,3.01688290802024,0.310489864523599,178.030508152286,1.24029705184686,0.296122433396158
"248","248","248",10162,26.8084947151891,42.5751271618203,9287.2509648957,15.1883003233681,0.0617922986212355,1.59491509155469,3.02835973481273,0.331370643052669,189.972032838044,1.28594137237153,0.0269740127244015
"249","249","249",10163,30.3990291292118,19.6150469814255,42156.9701388274,15.3448247285205,0.0624267821138453,1.71376932395576,3.04081078196633,0.34526750089415,204.336289038168,1.33757867957323,0.038145234909753
"250","250","250",10164,28.8168434385497,31.805698156098,350.797417009171,15.5235447435733,0.0631484117215443,1.80970647913033,3.05473721380869,0.355964012717524,221.183832579373,1.39068884232957,0.0450691506945491
"251","251","251",10165,32.4496692023105,52.2218604503956,2105.75919752842,15.8622251873777,0.0639552925544265,1.8855776095014,3.07132929909432,0.364716502530638,244.546769534466,1.43937370129494,0.0501176866136261
"252","252","252",10166,27.9661049296764,10.2502992373266,3585.10999324724,13.2350973135718,0.0651194295981811,1.95343864069962,3.09228877244068,0.372659817934053,287.197842537115,1.49876351896014,0.0548762559876326
"253","253","253",10167,31.2457306590825,24.9630624277633,5598.98247018518,14.7632665294629,0.0549794793637857,2.02211154203631,3.12538426516323,0.380237283524006,22.0551933329799,1.56183488531858,0.0591682912145458
"254","254","254",10168,29.6231807144941,38.2960236671805,9592.99131805763,15.04375760257,0.0579567464844074,2.08906732173043,3.21570781655875,0.387723574441609,38.5375021792058,1.63943540662202,0.0630871453573499
"255","255","255",10169,36.73478805819,16.6086361111565,945.920771019578,15.2092719312573,0.0590738218804561,2.15606486342263,2.86804355405045,0.394324548838009,50.7807541154122,1.73300955242754,0.0669793985289163
"256","256","256",10170,22.4346637915573,28.8841842721755,2372.98468100604,15.3676643429467,0.0599024153317009,2.23540680012678,2.90473388714504,0.401268859782696,61.4473091658748,1.83717600912239,0.0705310795986959
"257","257","257",10171,29.6656483940256,45.2672253854145,3921.57073608362,15.5594742758378,0.0606037809434672,2.32649719244531,2.92956083965097,0.408139867308276,69.6370696290184,1.95759449039082,0.0744260418730929
"258","258","258",10172,28.0080037556035,21.031828052263,6156.9152093542,15.9467885271232,0.0612316329544141,2.44775346708461,2.94657549235842,0.415180542759053,78.0481131821479,2.10646818228253,0.0782316753724308
"259","259","259",10173,31.296538389771,33.2885175339973,11035.5356646692,13.7916850100386,0.0618498083313511,2.66721211325448,2.9606386140406,0.422193799369138,86.2809557443581,2.35177928949879,0.0819202155287097
"260","260","260",10174,26.869229284393,57.4211271029203,1307.80165755148,14.8189724548191,0.0624917037425443,1.40335945643211,2.97220158136443,0.429273435646842,93.8347929505182,2.76559682507548,0.0858922645450749
"261","261","261",10175,30.438783351552,12.9284199861836,2673.32084827053,15.0703176337775,0.0632158460612406,1.60769726851528,2.98342022805074,0.437515940605362,101.52234926051,0.453832997335606,0.0900489260286813
"262","262","262",10176,28.8604618296611,26.1883879002547,4313.00122103867,15.2351144421904,0.0640396081425183,1.7217775488217,2.99525697010732,0.447216290579647,109.295258608755,0.583676227013585,0.0945319758688982
"263","263","263",10177,32.5293743168451,40.4577275715102,6800.31123835621,15.3896550487367,0.0652980017501687,1.81602521301127,3.00627558342068,0.45979644064863,116.99138310158,0.655362968619485,0.0988837288412762
"264","264","264",10178,25.9728114983663,18.2131224485095,13001.2863110827,15.5950871672068,0.0556607784830238,1.88991548093585,3.01748673852967,0.477032387969407,124.628364550692,0.713931184810433,0.10299926942008
"265","265","265",10179,30.03477515067,30.2780409086315,1594.00119996283,16.0614286134057,0.0581041923451896,1.95925525151346,3.02907399094608,0.509846566837447,132.71613624451,0.766199861017253,0.107879162374658
"266","266","266",10180,28.465927198141,48.3978519404279,2968.98190989229,14.1320175604027,0.0591496371803737,2.0267693643196,3.04152391641884,0.311931143658221,141.222626134438,0.812485715761497,0.112462452452429
"267","267","267",10181,31.8367310997709,22.3088104305236,4713.44123584436,14.8679425379332,0.0599659821324165,2.09296337944155,3.05570014490701,0.332236020258807,149.624093520889,0.857343796057731,0.117788907564852
"268","268","268",10182,27.4956342685119,34.8128853076873,7530.02299346234,15.0954772897849,0.0606466707795482,2.16115942722529,3.07259155180753,0.345843030557544,158.66071171373,0.899730984178982,0.123528159214448
"269","269","269",10183,30.8305033270682,65.8150623695363,15976.5166605428,15.2553256575504,0.0612734016244268,2.2416524187815,3.09425659633389,0.356400014141251,168.030715561024,0.941765025867895,0.12979795323236
"270","270","270",10184,29.26459094837,7.34746360895865,1857.33223006443,15.4158832531488,0.061901454251742,2.3339879420308,3.12782934070774,0.365098806180221,178.5224935796,0.982021131507684,0.136265397710173
"271","271","271",10185,33.6060468362869,24.0893656698996,3250.97038829792,15.6386929190161,0.0625545755298099,2.4575340177109,3.23718522629384,0.373006182229292,190.704790219932,1.02421355853135,0.14463558089534
"272","272","272",10186,25.1349088401067,37.0720543899573,5131.24716951582,16.2514977564459,0.0632781541886478,2.69079606195734,2.87044740074802,0.380661287298099,204.892522702084,1.06700477659345,0.153968136970252
"273","273","273",10187,29.8434932956286,15.510719045773,8394.74636602415,14.3346615294309,0.0641417125010078,1.42590876986714,2.90654750354558,0.388023910292858,222.32399714962,1.11040381956296,0.164892996385999
"274","274","274",10188,28.239029706522,28.0404821642645,22563.5476850235,14.9107137357229,0.0654526950844291,1.6178691033289,2.93084752648211,0.394807787515473,245.459180124398,1.15395476269567,0.176767913435708
"275","275","275",10189,31.5412215958726,43.4613924715606,558.354674837739,15.1181307100428,0.0560893169310868,1.73043154287458,2.9474718426667,0.401623675630284,289.815217575008,1.1963343306741,0.190660146651017
"276","276","276",10190,27.180452438534,20.1191752867862,2157.7065922734,15.2762515457877,0.0582196343046335,1.82204212088427,2.96138020688473,0.408657342514983,23.2061537225974,1.24117082643792,0.209740884768226
"277","277","277",10191,30.6202571681003,32.2839516637808,3648.48722103846,15.4386439545596,0.0592314871088876,1.89489993639521,2.97274931195042,0.415497896977569,39.1790172348045,1.2873876420294,0.241619598079889
"278","278","278",10192,29.0653928658939,53.6431802122667,5704.91044454607,15.6776494220273,0.0600324692669984,1.96387486036507,2.98408131961122,0.422549818979969,51.2536393236988,1.33917505377253,0.299604676208719
"279","279","279",10193,32.974297192837,11.2247170960536,9889.62308478074,16.491861855935,0.0606935692460403,2.03259882814866,2.99597419183442,0.429679278264033,61.7807258939586,1.39164572579969,0.0275639366965635
"280","280","280",10194,26.4599532124991,25.3955733937499,1038.42506625127,14.4957224684295,0.0613321518729164,2.09787238036082,3.00689824643405,0.438005989690131,69.9418343476908,1.44120232258364,0.0383841311082845
"281","281","281",10195,30.2309461131848,38.9875787510737,2424.94635951797,14.9457815891405,0.06196166411382,2.16655675032264,3.01821244868129,0.447614457069716,78.2614867986493,1.50008172438152,0.0452286634388194
